inner_seed,train_rmse,val_rmse,gap,margin,overlap
42,203.92725062787468,219.15084596493912,15.223595337064438,20.410082303496637,True
7,205.44460696850868,213.47708983128254,8.032482862773861,23.433571084849177,True
2024,205.4542531156081,211.09235263584586,5.638099520237745,24.92330133876706,True
